ID,lexiconId,DisplayText,ThemePackId,CategoryTag,Weight,EffectId,notes
1,201001,开天辟地,2,1,1.0,0,
2,201002,补天浴日,2,1,1.0,0,
3,201003,夸父追日,2,1,1.0,0,
4,201004,精卫填海,2,1,1.0,0,
5,201005,后羿射日,2,1,1.0,0,
6,201006,嫦娥奔月,2,1,1.0,0,
7,201007,过门不入,2,1,1.0,0,
8,201008,八仙过海,2,1,1.0,0,
9,201009,画龙点睛,2,1,1.0,0,
10,201010,天衣无缝,2,1,1.0,0,
11,201011,腾云驾雾,2,1,1.0,0,
12,201012,点石成金,2,1,1.0,0,
13,201013,返老还童,2,1,1.0,0,
14,201014,移山倒海,2,1,1.0,0,
15,201015,呼风唤雨,2,1,1.0,0,
16,201016,神出鬼没,2,1,1.0,0,
17,201017,鬼斧神工,2,1,1.0,0,
18,201018,麻姑献寿,2,1,1.0,0,
19,201019,羽化登仙,2,1,1.0,0,
20,201020,炼石补天,2,1,1.0,0,
21,201021,顶天立地,2,1,1.0,0,
22,201022,龙凤呈祥,2,1,1.0,0,
23,201023,龙飞凤舞,2,1,1.0,0,
24,201024,龙马精神,2,1,1.0,0,
25,201025,乘龙快婿,2,1,1.0,0,
26,201026,鹊桥相会,2,1,1.0,0,
27,201027,吴刚伐桂,2,1,1.0,0,
28,201028,蟾宫折桂,2,1,1.0,0,
29,201029,福如东海,2,1,1.0,0,
30,201030,寿比南山,2,1,1.0,0,
31,201031,沧海桑田,2,1,1.0,0,
32,201032,烂柯忘归,2,1,1.0,0,
33,201033,三头六臂,2,1,1.0,0,
34,201034,火眼金睛,2,1,1.0,0,
35,201035,千变万化,2,1,1.0,0,
36,201036,攀龙附凤,2,1,1.0,0,
37,201037,潜龙在渊,2,1,1.0,0,
38,201038,仙风道骨,2,1,1.0,0,
39,201039,飘飘欲仙,2,1,1.0,0,
40,201040,海市蜃楼,2,1,1.0,0,
41,201041,金风玉露,2,1,1.0,0,
42,201042,牛郎织女,2,1,1.0,0,
43,201043,金乌玉兔,2,1,1.0,0,
44,201044,日月参商,2,1,1.0,0,
45,201045,云开见日,2,1,1.0,0,
46,201046,拨云见日,2,1,1.0,0,
47,201047,电闪雷鸣,2,1,1.0,0,
48,201048,风驰电掣,2,1,1.0,0,
49,201049,雷厉风行,2,1,1.0,0,
50,201050,龙争虎斗,2,1,1.0,0,
51,201051,龙潭虎穴,2,1,1.0,0,
52,201052,如虎添翼,2,1,1.0,0,
53,201053,凤鸣朝阳,2,1,1.0,0,
54,201054,麒麟之才,2,1,1.0,0,
55,201055,东床坦腹,2,1,1.0,0,
56,201056,混沌初开,2,1,1.0,0,
57,201057,天地玄黄,2,1,1.0,0,
58,201058,伏羲画卦,2,1,1.0,0,
59,201059,真龙天子,2,1,1.0,0,
60,201060,天神地祇,2,1,1.0,0,
61,201061,天罗地网,2,1,1.0,0,
62,201062,天花乱坠,2,1,1.0,0,
63,201063,天外有天,2,1,1.0,0,
64,201064,天上人间,2,1,1.0,0,
65,201065,琼楼玉宇,2,1,1.0,0,
66,201066,玉宇琼楼,2,1,1.0,0,
67,201067,玉兔东升,2,1,1.0,0,
68,201068,共工触山,2,1,1.0,0,
69,201069,女娲炼石,2,1,1.0,0,
70,201070,三皇五帝,2,1,1.0,0,
71,201071,吞云吐雾,2,1,1.0,0,
72,201072,驾鹤西去,2,1,1.0,0,
73,201073,海外奇谈,2,1,1.0,0,
74,201074,龙游浅水,2,1,1.0,0,
75,201075,虎踞龙盘,2,1,1.0,0,
76,201076,龙盘虎踞,2,1,1.0,0,
77,201077,龙腾虎跃,2,1,1.0,0,
78,201078,虎啸龙吟,2,1,1.0,0,
79,201079,风云际会,2,1,1.0,0,
80,201080,风云变幻,2,1,1.0,0,
81,201081,银汉无声,2,1,1.0,0,
82,201082,瑶池西望,2,1,1.0,0,
83,201083,月里嫦娥,2,1,1.0,0,
84,201084,金乌西坠,2,1,1.0,0,
85,201085,扶桑日出,2,1,1.0,0,
86,201086,天倾西北,2,1,1.0,0,
87,201087,地陷东南,2,1,1.0,0,
88,201088,真命天子,2,1,1.0,0,
89,201089,龙颜大悦,2,1,1.0,0,
90,201090,雷霆万钧,2,1,1.0,0,
91,201091,龙生九子,2,1,1.0,0,
92,201092,龙章凤姿,2,1,1.0,0,
93,201093,大闹天宫,2,1,1.0,0,
94,201094,七十二变,2,1,1.0,0,
95,201095,齐天大圣,2,1,1.0,0,
96,201096,天兵天将,2,1,1.0,0,
97,201097,巫山云雨,2,1,1.0,0,
98,201098,腾蛟起凤,2,1,1.0,0,
99,201099,风虎云龙,2,1,1.0,0,
100,201100,龙虎风云,2,1,1.0,0,
101,202001,守株待兔,2,2,1.0,0,
102,202002,刻舟求剑,2,2,1.0,0,
103,202003,掩耳盗铃,2,2,1.0,0,
104,202004,揠苗助长,2,2,1.0,0,
105,202005,亡羊补牢,2,2,1.0,0,
106,202006,对牛弹琴,2,2,1.0,0,
107,202007,井底之蛙,2,2,1.0,0,
108,202008,狐假虎威,2,2,1.0,0,
109,202009,叶公好龙,2,2,1.0,0,
110,202010,滥竽充数,2,2,1.0,0,
111,202011,自相矛盾,2,2,1.0,0,
112,202012,买椟还珠,2,2,1.0,0,
113,202013,郑人买履,2,2,1.0,0,
114,202014,邯郸学步,2,2,1.0,0,
115,202015,东施效颦,2,2,1.0,0,
116,202016,南辕北辙,2,2,1.0,0,
117,202017,杯弓蛇影,2,2,1.0,0,
118,202018,画蛇添足,2,2,1.0,0,
119,202019,鹬蚌相争,2,2,1.0,0,
120,202020,螳螂捕蝉,2,2,1.0,0,
121,202021,愚公移山,2,2,1.0,0,
122,202022,杞人忧天,2,2,1.0,0,
123,202023,朝三暮四,2,2,1.0,0,
124,202024,盲人摸象,2,2,1.0,0,
125,202025,囫囵吞枣,2,2,1.0,0,
126,202026,坐井观天,2,2,1.0,0,
127,202027,黔驴技穷,2,2,1.0,0,
128,202028,因噎废食,2,2,1.0,0,
129,202029,按图索骥,2,2,1.0,0,
130,202030,削足适履,2,2,1.0,0,
131,202031,缘木求鱼,2,2,1.0,0,
132,202032,抱薪救火,2,2,1.0,0,
133,202033,饮鸩止渴,2,2,1.0,0,
134,202034,塞翁失马,2,2,1.0,0,
135,202035,三人成虎,2,2,1.0,0,
136,202036,一叶障目,2,2,1.0,0,
137,202037,夜郎自大,2,2,1.0,0,
138,202038,狗尾续貂,2,2,1.0,0,
139,202039,狼子野心,2,2,1.0,0,
140,202040,惊弓之鸟,2,2,1.0,0,
141,202041,鸡犬升天,2,2,1.0,0,
142,202042,鸡鸣狗盗,2,2,1.0,0,
143,202043,投鼠忌器,2,2,1.0,0,
144,202044,唇亡齿寒,2,2,1.0,0,
145,202045,辅车相依,2,2,1.0,0,
146,202046,鱼游釜中,2,2,1.0,0,
147,202047,笼中之鸟,2,2,1.0,0,
148,202048,瓮中之鳖,2,2,1.0,0,
149,202049,涸辙之鲋,2,2,1.0,0,
150,202050,临渊羡鱼,2,2,1.0,0,
151,202051,水滴石穿,2,2,1.0,0,
152,202052,铁杵成针,2,2,1.0,0,
153,202053,孟母三迁,2,2,1.0,0,
154,202054,断机教子,2,2,1.0,0,
155,202055,以卵击石,2,2,1.0,0,
156,202056,班门弄斧,2,2,1.0,0,
157,202057,贻笑大方,2,2,1.0,0,
158,202058,疑邻盗斧,2,2,1.0,0,
159,202059,曲高和寡,2,2,1.0,0,
160,202060,越俎代庖,2,2,1.0,0,
161,202061,庖丁解牛,2,2,1.0,0,
162,202062,螳臂当车,2,2,1.0,0,
163,202063,目无全牛,2,2,1.0,0,
164,202064,游刃有余,2,2,1.0,0,
165,202065,梁上君子,2,2,1.0,0,
166,202066,道听途说,2,2,1.0,0,
167,202067,歧路亡羊,2,2,1.0,0,
168,202068,画饼充饥,2,2,1.0,0,
169,202069,望洋兴叹,2,2,1.0,0,
170,202070,狐朋狗友,2,2,1.0,0,
171,202071,狼狈为奸,2,2,1.0,0,
172,202072,为虎作伥,2,2,1.0,0,
173,202073,为虎添翼,2,2,1.0,0,
174,202074,为渊驱鱼,2,2,1.0,0,
175,202075,为丛驱雀,2,2,1.0,0,
176,202076,作茧自缚,2,2,1.0,0,
177,202077,作壁上观,2,2,1.0,0,
178,202078,作威作福,2,2,1.0,0,
